,詞,標準症狀,詞長度
44886,右肺脈弱胃脈弦數尺脈弱,脈緊度緊。,11
44887,右肺脈弱胃脈弦數尺脈弱,脈速度快。,11
44888,右肺脈弱胃脈弦數尺脈弱,脈力度弱。,11
44889,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44890,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44891,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈利度滑。,24
44892,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44893,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈利度滑。,24
44894,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44895,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44896,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈寬度細。,24
44897,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈利度滑。,24
44898,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44899,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44900,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱沫尺脈弱無力,脈力度弱。,24
44901,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44902,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44903,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈利度滑。,24
44904,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44905,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈利度滑。,24
44906,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44907,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44908,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈寬度細。,24
44909,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈利度滑。,24
44910,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44911,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44912,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44913,右肺脈弱無力滑弱滑脾脈無弱無力細滑弱弱尺脈弱無力,脈力度弱。,24
44914,右肺脈浮細感,脈部位浮。,6
44915,右肺脈浮細感,脈寬度細。,6
44916,右肺脈浮細感關脈仍有浮感,脈部位浮。,12
44917,右肺脈浮細感關脈仍有浮感,脈寬度細。,12
44918,右肺脈浮細感關脈仍有浮感,脈部位浮。,12
44919,右肺脈脾部滑胃脈浮大尺脈滑弱稍數,脈利度滑。,16
44920,右肺脈脾部滑胃脈浮大尺脈滑弱稍數,脈部位浮。,16
44921,右肺脈脾部滑胃脈浮大尺脈滑弱稍數,脈力度大。,16
44922,右肺脈脾部滑胃脈浮大尺脈滑弱稍數,脈利度滑。,16
44923,右肺脈脾部滑胃脈浮大尺脈滑弱稍數,脈力度弱。,16
44924,右肺脈脾部滑胃脈浮大尺脈滑弱稍數,脈速度快。,16
44925,右肺脈脾部滑胃脈浮弱尺脈滑弱稍數,脈利度滑。,16
44926,右肺脈脾部滑胃脈浮弱尺脈滑弱稍數,脈部位浮。,16
44927,右肺脈脾部滑胃脈浮弱尺脈滑弱稍數,脈力度弱。,16
44928,右肺脈脾部滑胃脈浮弱尺脈滑弱稍數,脈利度滑。,16
44929,右肺脈脾部滑胃脈浮弱尺脈滑弱稍數,脈力度弱。,16
44930,右肺脈脾部滑胃脈浮弱尺脈滑弱稍數,脈速度快。,16
44931,右肺脈脾部滑感胃脈滑按下無力尺脈滑大,脈利度滑。,18
44932,右肺脈脾部滑感胃脈滑按下無力尺脈滑大,脈利度滑。,18
44933,右肺脈脾部滑感胃脈滑按下無力尺脈滑大,脈部位沉。,18
44934,右肺脈脾部滑感胃脈滑按下無力尺脈滑大,脈力度弱。,18
44935,右肺脈脾部滑感胃脈滑按下無力尺脈滑大,脈利度滑。,18
44936,右肺脈脾部滑感胃脈滑按下無力尺脈滑大,脈力度大。,18
44937,右肺脈脾部滑感胃脈滑按下無力稍減尺脈滑大,脈利度滑。,20
44938,右肺脈脾部滑感胃脈滑按下無力稍減尺脈滑大,脈利度滑。,20
44939,右肺脈脾部滑感胃脈滑按下無力稍減尺脈滑大,脈部位沉。,20
44940,右肺脈脾部滑感胃脈滑按下無力稍減尺脈滑大,脈力度弱。,20
44941,右肺脈脾部滑感胃脈滑按下無力稍減尺脈滑大,脈利度滑。,20
44942,右肺脈脾部滑感胃脈滑按下無力稍減尺脈滑大,脈力度大。,20
44943,右肺脈脾部滑感胃脈滑弱尺脈滑,脈利度滑。,14
44944,右肺脈脾部滑感胃脈滑弱尺脈滑,脈利度滑。,14
44945,右肺脈脾部滑感胃脈滑弱尺脈滑,脈力度弱。,14
44946,右肺脈脾部滑感胃脈滑弱尺脈滑,脈利度滑。,14
44947,右肺脈脾部滑感胃脈緊按下無力尺脈弱,脈利度滑。,17
44948,右肺脈脾部滑感胃脈緊按下無力尺脈弱,脈部位沉。,17
44949,右肺脈脾部滑感胃脈緊按下無力尺脈弱,脈力度弱。,17
44950,右肺脈脾部滑感胃脈緊按下無力尺脈弱,脈力度弱。,17
44951,右肺脈脾部滑感胃脈緊滑按下無力尺脈弱,脈利度滑。,18
44952,右肺脈脾部滑感胃脈緊滑按下無力尺脈弱,脈利度滑。,18
44953,右肺脈脾部滑感胃脈緊滑按下無力尺脈弱,脈部位沉。,18
44954,右肺脈脾部滑感胃脈緊滑按下無力尺脈弱,脈力度弱。,18
44955,右肺脈脾部滑感胃脈緊滑按下無力尺脈弱,脈力度弱。,18
44956,右胃脈弦滑,脈緊度緊。,5
44957,右胃脈弦滑,脈利度滑。,5
44958,右脈大於左脈,脈力度大。,6
44959,右脈大按之散,脈力度大。,6
44960,右脈大按之散,脈緊度散。,6
44961,右脈寸大按之滑弦,脈力度大。,8
44962,右脈寸大按之滑弦,脈利度滑。,8
44963,右脈寸大按之滑弦,脈緊度緊。,8
44964,右脈寸大滑關滑尺按之減,脈力度大。,11
44965,右脈寸大滑關滑尺按之減,脈利度滑。,11
44966,右脈寸大滑關滑尺按之減,脈利度滑。,11
44967,右脈寸大關弦緊尺沉弱,脈力度大。,10
44968,右脈寸大關弦緊尺沉弱,脈緊度緊。,10
44969,右脈寸大關弦緊尺沉弱,脈緊度緊。,10
44970,右脈寸大關弦緊尺沉弱,脈部位沉。,10
44971,右脈寸大關弦緊尺沉弱,脈力度弱。,10
44972,右脈寸中沉取短有力,脈部位沉。,9
44973,右脈寸中沉取短有力,脈長度短。,9
44974,右脈寸中沉取短有力,脈力度大。,9
44975,右脈寸中取弦有力關短脈按之緊,脈緊度緊。,14
44976,右脈寸中取弦有力關短脈按之緊,脈力度大。,14
44977,右脈寸中取弦有力關短脈按之緊,脈長度短。,14
44978,右脈寸中取結代,脈止率亂。,7
44979,右脈寸中滑關應指有力,脈利度滑。,10
44980,右脈寸中滑關應指有力,脈力度大。,10
44981,右脈寸內浮,脈部位浮。,5
44982,右脈寸尺弦緊,脈緊度緊。,6
44983,右脈寸尺弦緊,脈緊度緊。,6
44984,右脈寸尺弦緊數按之有力,脈緊度緊。,11
44985,右脈寸尺弦緊數按之有力,脈緊度緊。,11
44986,右脈寸尺弦緊數按之有力,脈速度快。,11
44987,右脈寸尺弦緊數按之有力,脈力度大。,11
44988,右脈寸尺浮弦緊數按之有力,脈部位浮。,12
44989,右脈寸尺浮弦緊數按之有力,脈緊度緊。,12
44990,右脈寸尺浮弦緊數按之有力,脈緊度緊。,12
44991,右脈寸尺浮弦緊數按之有力,脈速度快。,12
44992,右脈寸尺浮弦緊數按之有力,脈力度大。,12
44993,右脈寸尺濡,脈力度弱。,5
44994,右脈寸尺濡,脈部位浮。,5
44995,右脈寸尺濡,脈緊度散。,5
44996,右脈寸外細滑,脈寬度細。,6
44997,右脈寸外細滑,脈利度滑。,6
44998,右脈寸外細緊,脈寬度細。,6
44999,右脈寸外細緊,脈緊度緊。,6
45000,右脈寸平關弱尺滑,脈力度弱。,8
45001,右脈寸平關弱尺滑,脈利度滑。,8
45002,右脈寸平關弱沉,脈力度弱。,7
45003,右脈寸平關弱沉,脈部位沉。,7
45004,右脈寸平關澀尺弱,脈利度澀。,8
45005,右脈寸平關澀尺弱,脈力度弱。,8
45006,右脈寸平關澀尺細弱,脈利度澀。,9
45007,右脈寸平關澀尺細弱,脈寬度細。,9
45008,右脈寸平關澀尺細弱,脈力度弱。,9
45009,右脈寸平關濡尺沉,脈力度弱。,8
45010,右脈寸平關濡尺沉,脈部位浮。,8
45011,右脈寸平關濡尺沉,脈緊度散。,8
45012,右脈寸平關濡尺沉,脈部位沉。,8
45013,右脈寸有力關弦細,脈力度大。,8
45014,右脈寸有力關弦細,脈緊度緊。,8
45015,右脈寸有力關弦細,脈寬度細。,8
45016,右脈寸沉弦關尺弦洪,脈部位沉。,9
45017,右脈寸沉弦關尺弦洪,脈緊度緊。,9
45018,右脈寸沉弦關尺弦洪,脈緊度緊。,9
45019,右脈寸沉細滑,脈部位沉。,6
45020,右脈寸沉細滑,脈寬度細。,6
45021,右脈寸沉細滑,脈利度滑。,6
45022,右脈寸沉部短脈有力,脈部位沉。,9
45023,右脈寸沉部短脈有力,脈長度短。,9
45024,右脈寸沉部短脈有力,脈力度大。,9
45025,右脈寸沉結關沉數,脈部位沉。,8
45026,右脈寸沉結關沉數,脈部位沉。,8
45027,右脈寸沉結關沉數,脈速度快。,8
45028,右脈寸沉滑但緩關細弱,脈部位沉。,10
45029,右脈寸沉滑但緩關細弱,脈利度滑。,10
45030,右脈寸沉滑但緩關細弱,脈速度慢。,10
45031,右脈寸沉滑但緩關細弱,脈寬度細。,10
45032,右脈寸沉滑但緩關細弱,脈力度弱。,10
45033,右脈寸沉滑數,脈部位沉。,6
45034,右脈寸沉滑數,脈利度滑。,6
45035,右脈寸沉滑數,脈速度快。,6
45036,右脈寸沉滑關尺細滑按之濡有力,脈部位沉。,14
45037,右脈寸沉滑關尺細滑按之濡有力,脈利度滑。,14
45038,右脈寸沉滑關尺細滑按之濡有力,脈寬度細。,14
45039,右脈寸沉滑關尺細滑按之濡有力,脈利度滑。,14
45040,右脈寸沉滑關尺細滑按之濡有力,脈力度弱。,14
45041,右脈寸沉滑關尺細滑按之濡有力,脈部位浮。,14
45042,右脈寸沉滑關尺細滑按之濡有力,脈緊度散。,14
45043,右脈寸沉滑關尺細滑按之濡有力,脈力度大。,14
45044,右脈寸沉滑關浮中弱沉細尺濡,脈部位沉。,13
45045,右脈寸沉滑關浮中弱沉細尺濡,脈利度滑。,13
45046,右脈寸沉滑關浮中弱沉細尺濡,脈部位浮。,13
45047,右脈寸沉滑關浮中弱沉細尺濡,脈力度弱。,13
45048,右脈寸沉滑關浮中弱沉細尺濡,脈部位沉。,13
45049,右脈寸沉滑關浮中弱沉細尺濡,脈寬度細。,13
45050,右脈寸沉滑關浮中弱沉細尺濡,脈力度弱。,13
45051,右脈寸沉滑關浮中弱沉細尺濡,脈部位浮。,13
45052,右脈寸沉滑關浮中弱沉細尺濡,脈緊度散。,13
45053,右脈寸沉澀關尺浮薄,脈部位沉。,9
45054,右脈寸沉澀關尺浮薄,脈利度澀。,9
45055,右脈寸沉澀關尺浮薄,脈部位浮。,9
45056,右脈寸沉澀關浮緩濡沉細尺浮薄,脈部位沉。,14
45057,右脈寸沉澀關浮緩濡沉細尺浮薄,脈利度澀。,14
45058,右脈寸沉澀關浮緩濡沉細尺浮薄,脈部位浮。,14
45059,右脈寸沉澀關浮緩濡沉細尺浮薄,脈速度慢。,14
45060,右脈寸沉澀關浮緩濡沉細尺浮薄,脈力度弱。,14
45061,右脈寸沉澀關浮緩濡沉細尺浮薄,脈部位浮。,14
45062,右脈寸沉澀關浮緩濡沉細尺浮薄,脈緊度散。,14
45063,右脈寸沉澀關浮緩濡沉細尺浮薄,脈部位沉。,14
45064,右脈寸沉澀關浮緩濡沉細尺浮薄,脈寬度細。,14
45065,右脈寸沉澀關浮緩濡沉細尺浮薄,脈部位浮。,14
45066,右脈寸弦按之有力,脈緊度緊。,8
45067,右脈寸弦按之有力,脈力度大。,8
45068,右脈寸弦細滑數關滑尺弱,脈緊度緊。,11
45069,右脈寸弦細滑數關滑尺弱,脈寬度細。,11
45070,右脈寸弦細滑數關滑尺弱,脈利度滑。,11
45071,右脈寸弦細滑數關滑尺弱,脈速度快。,11
45072,右脈寸弦細滑數關滑尺弱,脈利度滑。,11
45073,右脈寸弦細滑數關滑尺弱,脈力度弱。,11
45074,右脈寸弦細緊按之有力,脈緊度緊。,10
45075,右脈寸弦細緊按之有力,脈寬度細。,10
45076,右脈寸弦細緊按之有力,脈緊度緊。,10
45077,右脈寸弦細緊按之有力,脈力度大。,10
45078,右脈寸弦細關細尺按之減,脈緊度緊。,11
45079,右脈寸弦細關細尺按之減,脈寬度細。,11
45080,右脈寸弦細關細尺按之減,脈寬度細。,11
45081,右脈寸弦細關細滑尺按之減,脈緊度緊。,12
45082,右脈寸弦細關細滑尺按之減,脈寬度細。,12
45083,右脈寸弦細關細滑尺按之減,脈寬度細。,12
45084,右脈寸弦細關細滑尺按之減,脈利度滑。,12
45085,右脈寸弦短關浮闊按之無力,脈緊度緊。,12
45086,右脈寸弦短關浮闊按之無力,脈長度短。,12
45087,右脈寸弦短關浮闊按之無力,脈部位浮。,12
45088,右脈寸弦滑數關滑數尺按之減,脈緊度緊。,13
45089,右脈寸弦滑數關滑數尺按之減,脈利度滑。,13
45090,右脈寸弦滑數關滑數尺按之減,脈速度快。,13
45091,右脈寸弦滑數關滑數尺按之減,脈利度滑。,13
45092,右脈寸弦滑數關滑數尺按之減,脈速度快。,13
45093,右脈寸弦滑關尺偏弱,脈緊度緊。,9
45094,右脈寸弦滑關尺偏弱,脈利度滑。,9
45095,右脈寸弦滑關尺偏弱,脈力度弱。,9
45096,右脈寸弦滑關滑尺弱,脈緊度緊。,9
45097,右脈寸弦滑關滑尺弱,脈利度滑。,9
45098,右脈寸弦滑關滑尺弱,脈利度滑。,9
45099,右脈寸弦滑關滑尺弱,脈力度弱。,9
45100,右脈寸弦滑關滑稍弦尺沉滑,脈緊度緊。,12
45101,右脈寸弦滑關滑稍弦尺沉滑,脈利度滑。,12
45102,右脈寸弦滑關滑稍弦尺沉滑,脈利度滑。,12
45103,右脈寸弦滑關滑稍弦尺沉滑,脈緊度緊。,12
45104,右脈寸弦滑關滑稍弦尺沉滑,脈部位沉。,12
45105,右脈寸弦滑關滑稍弦尺沉滑,脈利度滑。,12
45106,右脈寸弦數有力,脈緊度緊。,7
45107,右脈寸弦數有力,脈速度快。,7
45108,右脈寸弦數有力,脈力度大。,7
45109,右脈寸弦數關滑,脈緊度緊。,7
45110,右脈寸弦數關滑,脈速度快。,7
45111,右脈寸弦數關滑,脈利度滑。,7
45112,右脈寸弱緊關細澀尺沉弱,脈力度弱。,11
45113,右脈寸弱緊關細澀尺沉弱,脈緊度緊。,11
45114,右脈寸弱緊關細澀尺沉弱,脈寬度細。,11
45115,右脈寸弱緊關細澀尺沉弱,脈利度澀。,11
45116,右脈寸弱緊關細澀尺沉弱,脈部位沉。,11
45117,右脈寸弱緊關細澀尺沉弱,脈力度弱。,11
45118,右脈寸弱緊關細澀尺沉細,脈力度弱。,11
45119,右脈寸弱緊關細澀尺沉細,脈緊度緊。,11
45120,右脈寸弱緊關細澀尺沉細,脈寬度細。,11
45121,右脈寸弱緊關細澀尺沉細,脈利度澀。,11
45122,右脈寸弱緊關細澀尺沉細,脈部位沉。,11
45123,右脈寸弱緊關細澀尺沉細,脈寬度細。,11
45124,右脈寸弱關尺弦大,脈力度弱。,8
45125,右脈寸弱關尺弦大,脈緊度緊。,8
45126,右脈寸弱關尺弦大,脈力度大。,8
45127,右脈寸弱關尺弦按之減,脈力度弱。,10
45128,右脈寸弱關尺弦按之減,脈緊度緊。,10
45129,右脈寸弱關尺細滑,脈力度弱。,8
45130,右脈寸弱關尺細滑,脈寬度細。,8
45131,右脈寸弱關尺細滑,脈利度滑。,8
45132,右脈寸弱關沉弱尺濡弱,脈力度弱。,10
45133,右脈寸弱關沉弱尺濡弱,脈部位沉。,10
45134,右脈寸弱關沉弱尺濡弱,脈力度弱。,10
45135,右脈寸弱關沉弱尺濡弱,脈力度弱。,10
45136,右脈寸弱關沉弱尺濡弱,脈部位浮。,10
45137,右脈寸弱關沉弱尺濡弱,脈緊度散。,10
45138,右脈寸弱關沉弱尺濡弱,脈力度弱。,10
45139,右脈寸弱關沉緊尺沉,脈力度弱。,9
45140,右脈寸弱關沉緊尺沉,脈部位沉。,9
45141,右脈寸弱關沉緊尺沉,脈緊度緊。,9
45142,右脈寸弱關沉緊尺沉,脈部位沉。,9
45143,右脈寸弱關弦細尺沉弱,脈力度弱。,10
45144,右脈寸弱關弦細尺沉弱,脈緊度緊。,10
45145,右脈寸弱關弦細尺沉弱,脈寬度細。,10
45146,右脈寸弱關弦細尺沉弱,脈部位沉。,10
45147,右脈寸弱關弦細尺沉弱,脈力度弱。,10
45148,右脈寸弱關弦細澀尺沉弱,脈力度弱。,11
45149,右脈寸弱關弦細澀尺沉弱,脈緊度緊。,11
45150,右脈寸弱關弦細澀尺沉弱,脈寬度細。,11
45151,右脈寸弱關弦細澀尺沉弱,脈利度澀。,11
45152,右脈寸弱關弦細澀尺沉弱,脈部位沉。,11
45153,右脈寸弱關弦細澀尺沉弱,脈力度弱。,11
45154,右脈寸弱關細弱尺沉,脈力度弱。,9
45155,右脈寸弱關細弱尺沉,脈寬度細。,9
45156,右脈寸弱關細弱尺沉,脈力度弱。,9
45157,右脈寸弱關細弱尺沉,脈部位沉。,9
45158,右脈寸弱關細弱稍數尺沉,脈力度弱。,11
45159,右脈寸弱關細弱稍數尺沉,脈寬度細。,11
45160,右脈寸弱關細弱稍數尺沉,脈力度弱。,11
45161,右脈寸弱關細弱稍數尺沉,脈速度快。,11
45162,右脈寸弱關細弱稍數尺沉,脈部位沉。,11
45163,右脈寸弱關細軟尺弱,脈力度弱。,9
45164,右脈寸弱關細軟尺弱,脈寬度細。,9
45165,右脈寸弱關細軟尺弱,脈力度弱。,9
45166,右脈寸弱關細緊尺沉弱緊,脈力度弱。,11
45167,右脈寸弱關細緊尺沉弱緊,脈寬度細。,11
45168,右脈寸弱關細緊尺沉弱緊,脈緊度緊。,11
45169,右脈寸弱關細緊尺沉弱緊,脈部位沉。,11
45170,右脈寸弱關細緊尺沉弱緊,脈力度弱。,11
45171,右脈寸弱關細緊尺沉弱緊,脈緊度緊。,11
45172,右脈寸弱關細緊按之動,脈力度弱。,10
45173,右脈寸弱關細緊按之動,脈寬度細。,10
45174,右脈寸弱關細緊按之動,脈緊度緊。,10
45175,右脈寸弱關細緊按之動,脈幅異常。,10
45176,右脈寸弱關細緊弱尺沉,脈力度弱。,10
45177,右脈寸弱關細緊弱尺沉,脈寬度細。,10
45178,右脈寸弱關細緊弱尺沉,脈緊度緊。,10
45179,右脈寸弱關細緊弱尺沉,脈力度弱。,10
45180,右脈寸弱關細緊弱尺沉,脈部位沉。,10
45181,右脈寸弱關細緊弱尺沉細,脈力度弱。,11
45182,右脈寸弱關細緊弱尺沉細,脈寬度細。,11
45183,右脈寸弱關細緊弱尺沉細,脈緊度緊。,11
45184,右脈寸弱關細緊弱尺沉細,脈力度弱。,11
45185,右脈寸弱關細緊弱尺沉細,脈部位沉。,11
45186,右脈寸弱關細緊弱尺沉細,脈寬度細。,11
45187,右脈寸弱關細澀尺沉弱稍緊,脈力度弱。,12
45188,右脈寸弱關細澀尺沉弱稍緊,脈寬度細。,12
45189,右脈寸弱關細澀尺沉弱稍緊,脈利度澀。,12
45190,右脈寸弱關細澀尺沉弱稍緊,脈部位沉。,12
45191,右脈寸弱關細澀尺沉弱稍緊,脈力度弱。,12
45192,右脈寸弱關細澀尺沉弱緊,脈力度弱。,11
45193,右脈寸弱關細澀尺沉弱緊,脈寬度細。,11
45194,右脈寸弱關細澀尺沉弱緊,脈利度澀。,11
45195,右脈寸弱關細澀尺沉弱緊,脈部位沉。,11
45196,右脈寸弱關細澀尺沉弱緊,脈力度弱。,11
45197,右脈寸弱關細澀尺沉弱緊,脈緊度緊。,11
45198,右脈寸弱關細澀數尺沉弱,脈力度弱。,11
45199,右脈寸弱關細澀數尺沉弱,脈寬度細。,11
45200,右脈寸弱關細澀數尺沉弱,脈利度澀。,11
45201,右脈寸弱關細澀數尺沉弱,脈速度快。,11
45202,右脈寸弱關細澀數尺沉弱,脈部位沉。,11
45203,右脈寸弱關細澀數尺沉弱,脈力度弱。,11
45204,右脈寸弱關稍澀尺濡弱,脈力度弱。,10
45205,右脈寸弱關稍澀尺濡弱,脈利度澀。,10
45206,右脈寸弱關稍澀尺濡弱,脈力度弱。,10
45207,右脈寸弱關稍澀尺濡弱,脈部位浮。,10
45208,右脈寸弱關稍澀尺濡弱,脈緊度散。,10
45209,右脈寸弱關稍澀尺濡弱,脈力度弱。,10
45210,右脈寸弱關滑尺沉稍滑,脈力度弱。,10
45211,右脈寸弱關滑尺沉稍滑,脈利度滑。,10
45212,右脈寸弱關滑尺沉稍滑,脈部位沉。,10
45213,右脈寸弱關滑尺沉稍滑,脈利度滑。,10
45214,右脈寸弱關滑尺弱,脈力度弱。,8
45215,右脈寸弱關滑尺弱,脈利度滑。,8
45216,右脈寸弱關滑尺弱,脈力度弱。,8
45217,右脈寸弱關濡尺沉弱,脈力度弱。,9
45218,右脈寸弱關濡尺沉弱,脈力度弱。,9
45219,右脈寸弱關濡尺沉弱,脈部位浮。,9
45220,右脈寸弱關濡尺沉弱,脈緊度散。,9
45221,右脈寸弱關濡尺沉弱,脈部位沉。,9
45222,右脈寸弱關濡尺沉弱,脈力度弱。,9
45223,右脈寸浮之細短,脈部位浮。,7
45224,右脈寸浮之細短,脈寬度細。,7
45225,右脈寸浮之細短,脈長度短。,7
45226,右脈寸浮沉弦關沉緊,脈部位浮。,9
45227,右脈寸浮沉弦關沉緊,脈部位沉。,9
45228,右脈寸浮沉弦關沉緊,脈緊度緊。,9
45229,右脈寸浮沉弦關沉緊,脈部位沉。,9
45230,右脈寸浮沉弦關沉緊,脈緊度緊。,9
45231,右脈寸浮弦,脈部位浮。,5
45232,右脈寸浮弦,脈緊度緊。,5
45233,右脈寸浮弦按之減,脈部位浮。,8
45234,右脈寸浮弦按之減,脈緊度緊。,8
45235,右脈寸浮弦細滑按之減,脈部位浮。,10
45236,右脈寸浮弦細滑按之減,脈緊度緊。,10
45237,右脈寸浮弦細滑按之減,脈寬度細。,10
45238,右脈寸浮弦細滑按之減,脈利度滑。,10
45239,右脈寸浮弦細滑數關滑尺弱,脈部位浮。,12
45240,右脈寸浮弦細滑數關滑尺弱,脈緊度緊。,12
45241,右脈寸浮弦細滑數關滑尺弱,脈寬度細。,12
45242,右脈寸浮弦細滑數關滑尺弱,脈利度滑。,12
45243,右脈寸浮弦細滑數關滑尺弱,脈速度快。,12
45244,右脈寸浮弦細滑數關滑尺弱,脈利度滑。,12
45245,右脈寸浮弦細滑數關滑尺弱,脈力度弱。,12
45246,右脈寸浮弦滑滑數關滑尺弱,脈部位浮。,12
45247,右脈寸浮弦滑滑數關滑尺弱,脈緊度緊。,12
45248,右脈寸浮弦滑滑數關滑尺弱,脈利度滑。,12
45249,右脈寸浮弦滑滑數關滑尺弱,脈利度滑。,12
45250,右脈寸浮弦滑滑數關滑尺弱,脈速度快。,12
45251,右脈寸浮弦滑滑數關滑尺弱,脈利度滑。,12
45252,右脈寸浮弦滑滑數關滑尺弱,脈力度弱。,12
45253,右脈寸浮弦滑數關滑尺弱,脈部位浮。,11
45254,右脈寸浮弦滑數關滑尺弱,脈緊度緊。,11
45255,右脈寸浮弦滑數關滑尺弱,脈利度滑。,11
45256,右脈寸浮弦滑數關滑尺弱,脈速度快。,11
45257,右脈寸浮弦滑數關滑尺弱,脈利度滑。,11
45258,右脈寸浮弦滑數關滑尺弱,脈力度弱。,11
45259,右脈寸浮弦數關沉弦數尺沉,脈部位浮。,12
45260,右脈寸浮弦數關沉弦數尺沉,脈緊度緊。,12
45261,右脈寸浮弦數關沉弦數尺沉,脈速度快。,12
45262,右脈寸浮弦數關沉弦數尺沉,脈部位沉。,12
45263,右脈寸浮弦數關沉弦數尺沉,脈緊度緊。,12
45264,右脈寸浮弦數關沉弦數尺沉,脈速度快。,12
45265,右脈寸浮弦數關沉弦數尺沉,脈部位沉。,12
45266,右脈寸浮按之散關滑按之減尺弱,脈部位浮。,14
45267,右脈寸浮按之散關滑按之減尺弱,脈緊度散。,14
45268,右脈寸浮按之散關滑按之減尺弱,脈利度滑。,14
45269,右脈寸浮按之散關滑按之減尺弱,脈力度弱。,14
45270,右脈寸浮按之無力,脈部位浮。,8
45271,右脈寸浮按之關尺滑大散,脈部位浮。,11
45272,右脈寸浮按之關尺滑大散,脈利度滑。,11
45273,右脈寸浮按之關尺滑大散,脈力度大。,11
45274,右脈寸浮按之關尺滑大散,脈緊度散。,11
45275,右脈寸浮洪無力關沉弱尺浮薄,脈部位浮。,13
45276,右脈寸浮洪無力關沉弱尺浮薄,脈部位沉。,13
45277,右脈寸浮洪無力關沉弱尺浮薄,脈力度弱。,13
45278,右脈寸浮洪無力關沉弱尺浮薄,脈部位浮。,13
45279,右脈寸浮洪無力關浮闊尺浮薄,脈部位浮。,13
45280,右脈寸浮洪無力關浮闊尺浮薄,脈部位浮。,13
45281,右脈寸浮洪無力關浮闊尺浮薄,脈部位浮。,13
45282,右脈寸浮弱關細緊澀尺沉緊,脈部位浮。,12
45283,右脈寸浮弱關細緊澀尺沉緊,脈力度弱。,12
45284,右脈寸浮弱關細緊澀尺沉緊,脈寬度細。,12
45285,右脈寸浮弱關細緊澀尺沉緊,脈緊度緊。,12
45286,右脈寸浮弱關細緊澀尺沉緊,脈利度澀。,12
45287,右脈寸浮弱關細緊澀尺沉緊,脈部位沉。,12
45288,右脈寸浮弱關細緊澀尺沉緊,脈緊度緊。,12
45289,右脈寸浮弱關細澀尺沉緊,脈部位浮。,11
45290,右脈寸浮弱關細澀尺沉緊,脈力度弱。,11
45291,右脈寸浮弱關細澀尺沉緊,脈寬度細。,11
45292,右脈寸浮弱關細澀尺沉緊,脈利度澀。,11
45293,右脈寸浮弱關細澀尺沉緊,脈部位沉。,11
45294,右脈寸浮弱關細澀尺沉緊,脈緊度緊。,11
45295,右脈寸浮弱關滑稍數尺弱,脈部位浮。,11
45296,右脈寸浮弱關滑稍數尺弱,脈力度弱。,11
45297,右脈寸浮弱關滑稍數尺弱,脈利度滑。,11
45298,右脈寸浮弱關滑稍數尺弱,脈速度快。,11
45299,右脈寸浮弱關滑稍數尺弱,脈力度弱。,11
45300,右脈寸浮帶長象中取弦關尺濡,脈部位浮。,13
45301,右脈寸浮帶長象中取弦關尺濡,脈緊度緊。,13
45302,右脈寸浮帶長象中取弦關尺濡,脈力度弱。,13
45303,右脈寸浮帶長象中取弦關尺濡,脈部位浮。,13
45304,右脈寸浮帶長象中取弦關尺濡,脈緊度散。,13
45305,右脈寸浮帶長象關浮數沉細,脈部位浮。,12
