,原始症狀,標準症狀
47907,右脈整體弦略數中取關促尺弱,脈速度快。
47908,右脈整體弦略數中取關促尺弱,脈利度澀。
47909,右脈整體弦略數中取關促尺弱,脈力度弱。
47910,右脈整體鹹細緊,脈寬度細。
47911,右脈整體鹹細緊,脈緊度緊。
47912,右脈澀弱,脈利度澀。
47913,右脈澀弱,脈力度弱。
47914,右脈濡沉細,脈力度弱。
47915,右脈濡沉細,脈部位浮。
47916,右脈濡沉細,脈緊度散。
47917,右脈濡沉細,脈部位沉。
47918,右脈濡沉細,脈寬度細。
47919,右脈濡弦按之減,脈力度弱。
47920,右脈濡弦按之減,脈部位浮。
47921,右脈濡弦按之減,脈緊度散。
47922,右脈濡弦按之減,脈緊度緊。
47923,右脈濡按之不減,脈力度弱。
47924,右脈濡按之不減,脈部位浮。
47925,右脈濡按之不減,脈緊度散。
47926,右脈濡按之細滑,脈力度弱。
47927,右脈濡按之細滑,脈部位浮。
47928,右脈濡按之細滑,脈緊度散。
47929,右脈濡按之細滑,脈寬度細。
47930,右脈濡按之細滑,脈利度滑。
47931,右脈濡按肢細軟,脈力度弱。
47932,右脈濡按肢細軟,脈部位浮。
47933,右脈濡按肢細軟,脈緊度散。
47934,右脈濡按肢細軟,脈寬度細。
47935,右脈濡按細軟,脈力度弱。
47936,右脈濡按細軟,脈部位浮。
47937,右脈濡按細軟,脈緊度散。
47938,右脈濡按細軟,脈寬度細。
47939,右脈濡弱按之弱,脈力度弱。
47940,右脈濡弱按之弱,脈部位浮。
47941,右脈濡弱按之弱,脈緊度散。
47942,右脈濡弱按之弱,脈力度弱。
47943,右脈濡弱按之弱,脈力度弱。
47944,右脈濡弱按沉緊,脈力度弱。
47945,右脈濡弱按沉緊,脈部位浮。
47946,右脈濡弱按沉緊,脈緊度散。
47947,右脈濡弱按沉緊,脈力度弱。
47948,右脈濡弱按沉緊,脈部位沉。
47949,右脈濡弱按沉緊,脈緊度緊。
47950,右脈濡弱數按之無力,脈力度弱。
47951,右脈濡弱數按之無力,脈部位浮。
47952,右脈濡弱數按之無力,脈緊度散。
47953,右脈濡弱數按之無力,脈力度弱。
47954,右脈濡弱數按之無力,脈速度快。
47955,右脈濡淜按之弱,脈力度弱。
47956,右脈濡淜按之弱,脈部位浮。
47957,右脈濡淜按之弱,脈緊度散。
47958,右脈濡淜按之弱,脈力度弱。
47959,右脈濡細按之弱,脈力度弱。
47960,右脈濡細按之弱,脈部位浮。
47961,右脈濡細按之弱,脈緊度散。
47962,右脈濡細按之弱,脈寬度細。
47963,右脈濡細按之弱,脈力度弱。
47964,右脈濡細按之滑有力,脈力度弱。
47965,右脈濡細按之滑有力,脈部位浮。
47966,右脈濡細按之滑有力,脈緊度散。
47967,右脈濡細按之滑有力,脈寬度細。
47968,右脈濡細按之滑有力,脈利度滑。
47969,右脈濡細按之滑有力,脈力度大。
47970,右脈濡細無力,脈力度弱。
47971,右脈濡細無力,脈部位浮。
47972,右脈濡細無力,脈緊度散。
47973,右脈濡細無力,脈寬度細。
47974,右脈濡細無力,脈力度弱。
47975,右脈濡細數按之減,脈力度弱。
47976,右脈濡細數按之減,脈部位浮。
47977,右脈濡細數按之減,脈緊度散。
47978,右脈濡細數按之減,脈寬度細。
47979,右脈濡細數按之減,脈速度快。
47980,右脈濡細數關尺細按之減,脈力度弱。
47981,右脈濡細數關尺細按之減,脈部位浮。
47982,右脈濡細數關尺細按之減,脈緊度散。
47983,右脈濡細數關尺細按之減,脈寬度細。
47984,右脈濡細數關尺細按之減,脈速度快。
47985,右脈濡細數關尺細按之減,脈寬度細。
47986,右脈濡滑寸浮短中取緊,脈力度弱。
47987,右脈濡滑寸浮短中取緊,脈部位浮。
47988,右脈濡滑寸浮短中取緊,脈緊度散。
47989,右脈濡滑寸浮短中取緊,脈利度滑。
47990,右脈濡滑寸浮短中取緊,脈部位浮。
47991,右脈濡滑寸浮短中取緊,脈長度短。
47992,右脈濡滑之濡減,脈力度弱。
47993,右脈濡滑之濡減,脈部位浮。
47994,右脈濡滑之濡減,脈緊度散。
47995,右脈濡滑之濡減,脈利度滑。
47996,右脈濡滑之濡減,脈力度弱。
47997,右脈濡滑之濡減,脈部位浮。
47998,右脈濡滑之濡減,脈緊度散。
47999,右脈濡滑有力,脈力度弱。
48000,右脈濡滑有力,脈部位浮。
48001,右脈濡滑有力,脈緊度散。
48002,右脈濡滑有力,脈利度滑。
48003,右脈濡滑有力,脈力度大。
48004,右脈濡滑有力按之不減,脈力度弱。
48005,右脈濡滑有力按之不減,脈部位浮。
48006,右脈濡滑有力按之不減,脈緊度散。
48007,右脈濡滑有力按之不減,脈利度滑。
48008,右脈濡滑有力按之不減,脈力度大。
48009,右脈濡滑長按之有力,脈力度弱。
48010,右脈濡滑長按之有力,脈部位浮。
48011,右脈濡滑長按之有力,脈緊度散。
48012,右脈濡滑長按之有力,脈利度滑。
48013,右脈濡滑長按之有力,脈力度大。
48014,右脈濡滑按之弦細有力,脈力度弱。
48015,右脈濡滑按之弦細有力,脈部位浮。
48016,右脈濡滑按之弦細有力,脈緊度散。
48017,右脈濡滑按之弦細有力,脈利度滑。
48018,右脈濡滑按之弦細有力,脈緊度緊。
48019,右脈濡滑按之弦細有力,脈寬度細。
48020,右脈濡滑按之弦細有力,脈力度大。
48021,右脈濡滑按之無力,脈力度弱。
48022,右脈濡滑按之無力,脈部位浮。
48023,右脈濡滑按之無力,脈緊度散。
48024,右脈濡滑按之無力,脈利度滑。
48025,右脈濡滑按之較有力,脈力度弱。
48026,右脈濡滑按之較有力,脈部位浮。
48027,右脈濡滑按之較有力,脈緊度散。
48028,右脈濡滑按之較有力,脈利度滑。
48029,右脈濡滑按之較有力,脈力度大。
48030,右脈濡滑按之濡減,脈力度弱。
48031,右脈濡滑按之濡減,脈部位浮。
48032,右脈濡滑按之濡減,脈緊度散。
48033,右脈濡滑按之濡減,脈利度滑。
48034,右脈濡滑按之濡減,脈力度弱。
48035,右脈濡滑按之濡減,脈部位浮。
48036,右脈濡滑按之濡減,脈緊度散。
48037,右脈濡滑弱按之無力,脈力度弱。
48038,右脈濡滑弱按之無力,脈部位浮。
48039,右脈濡滑弱按之無力,脈緊度散。
48040,右脈濡滑弱按之無力,脈利度滑。
48041,右脈濡滑弱按之無力,脈力度弱。
48042,右脈濡滑結代,脈力度弱。
48043,右脈濡滑結代,脈部位浮。
48044,右脈濡滑結代,脈緊度散。
48045,右脈濡滑結代,脈利度滑。
48046,右脈濡滑結代,脈止率亂。
48047,右脈濡滑遲按之有力,脈力度弱。
48048,右脈濡滑遲按之有力,脈部位浮。
48049,右脈濡滑遲按之有力,脈緊度散。
48050,右脈濡滑遲按之有力,脈利度滑。
48051,右脈濡滑遲按之有力,脈速度慢。
48052,右脈濡滑遲按之有力,脈力度大。
48053,右脈濡數寸沉細,脈力度弱。
48054,右脈濡數寸沉細,脈部位浮。
48055,右脈濡數寸沉細,脈緊度散。
48056,右脈濡數寸沉細,脈速度快。
48057,右脈濡數寸沉細,脈部位沉。
48058,右脈濡數寸沉細,脈寬度細。
48059,右脈濡數寸沉細關短按之弦細,脈力度弱。
48060,右脈濡數寸沉細關短按之弦細,脈部位浮。
48061,右脈濡數寸沉細關短按之弦細,脈緊度散。
48062,右脈濡數寸沉細關短按之弦細,脈速度快。
48063,右脈濡數寸沉細關短按之弦細,脈部位沉。
48064,右脈濡數寸沉細關短按之弦細,脈寬度細。
48065,右脈濡數寸沉細關短按之弦細,脈長度短。
48066,右脈濡數寸沉細關短按之弦細,脈緊度緊。
48067,右脈濡數寸沉細關短按之弦細,脈寬度細。
48068,右脈濡澀按之弱,脈力度弱。
48069,右脈濡澀按之弱,脈部位浮。
48070,右脈濡澀按之弱,脈緊度散。
48071,右脈濡澀按之弱,脈利度澀。
48072,右脈濡澀按之弱,脈力度弱。
48073,右脈濡關尺沉,脈力度弱。
48074,右脈濡關尺沉,脈部位浮。
48075,右脈濡關尺沉,脈緊度散。
48076,右脈濡關尺沉,脈部位沉。
48077,右脈濡關弦數,脈力度弱。
48078,右脈濡關弦數,脈部位浮。
48079,右脈濡關弦數,脈緊度散。
48080,右脈濡關弦數,脈緊度緊。
48081,右脈濡關弦數,脈速度快。
48082,右脈關中沉有力,脈部位沉。
48083,右脈關中沉有力,脈力度大。
48084,右脈關尺弦滑,脈緊度緊。
48085,右脈關尺弦滑,脈利度滑。
48086,右脈關尺弦數按之有力,脈緊度緊。
48087,右脈關尺弦數按之有力,脈速度快。
48088,右脈關尺弦數按之有力,脈力度大。
48089,右脈關尺厚按之滑,脈利度滑。
48090,右脈關尺浮闊,脈部位浮。
48091,右脈關有力,脈力度大。
48092,右脈關沉弱按之細尺濡,脈部位沉。
48093,右脈關沉弱按之細尺濡,脈力度弱。
48094,右脈關沉弱按之細尺濡,脈寬度細。
48095,右脈關沉弱按之細尺濡,脈力度弱。
48096,右脈關沉弱按之細尺濡,脈部位浮。
48097,右脈關沉弱按之細尺濡,脈緊度散。
48098,右脈關沉無力,脈部位沉。
48099,右脈關沉無力,脈力度弱。
48100,右脈關弦尺弱,脈緊度緊。
48101,右脈關弦尺弱,脈力度弱。
48102,右脈關弦有力,脈緊度緊。
48103,右脈關弦有力,脈力度大。
48104,右脈關弦細尺沉弱按之減,脈緊度緊。
48105,右脈關弦細尺沉弱按之減,脈寬度細。
48106,右脈關弦細尺沉弱按之減,脈部位沉。
48107,右脈關弦細尺沉弱按之減,脈力度弱。
48108,右脈關弦細緊,脈緊度緊。
48109,右脈關弦細緊,脈寬度細。
48110,右脈關弦細緊,脈緊度緊。
48111,右脈關弦痞,脈緊度緊。
48112,右脈關弦稍緊,脈緊度緊。
48113,右脈關弦稍緊尺弱,脈緊度緊。
48114,右脈關弦稍緊尺弱,脈力度弱。
48115,右脈關弦滑按之減尺有力,脈緊度緊。
48116,右脈關弦滑按之減尺有力,脈利度滑。
48117,右脈關弦滑按之減尺有力,脈力度大。
48118,右脈關弦緊,脈緊度緊。
48119,右脈關弦緊,脈緊度緊。
48120,右脈關促,脈速度快。
48121,右脈關促,脈利度澀。
48122,右脈關浮細按之略促,脈部位浮。
48123,右脈關浮細按之略促,脈寬度細。
48124,右脈關浮細按之略促,脈速度快。
48125,右脈關浮細按之略促,脈利度澀。
48126,右脈關浮短,脈部位浮。
48127,右脈關浮短,脈長度短。
48128,右脈關浮緩尺陷,脈部位浮。
48129,右脈關浮緩尺陷,脈速度慢。
48130,右脈關浮濡沉細尺浮薄,脈部位浮。
48131,右脈關浮濡沉細尺浮薄,脈力度弱。
48132,右脈關浮濡沉細尺浮薄,脈部位浮。
48133,右脈關浮濡沉細尺浮薄,脈緊度散。
48134,右脈關浮濡沉細尺浮薄,脈部位沉。
48135,右脈關浮濡沉細尺浮薄,脈寬度細。
48136,右脈關浮濡沉細尺浮薄,脈部位浮。
48137,右脈關浮濡沉結,脈部位浮。
48138,右脈關浮濡沉結,脈力度弱。
48139,右脈關浮濡沉結,脈部位浮。
48140,右脈關浮濡沉結,脈緊度散。
48141,右脈關浮濡沉結,脈部位沉。
48142,右脈關浮闊沉短脈有力,脈部位浮。
48143,右脈關浮闊沉短脈有力,脈部位沉。
48144,右脈關浮闊沉短脈有力,脈長度短。
48145,右脈關浮闊沉短脈有力,脈力度大。
48146,右脈關細尺無力,脈寬度細。
48147,右脈關細弦,脈寬度細。
48148,右脈關細弦,脈緊度緊。
48149,右脈關細按之略數,脈寬度細。
48150,右脈關細按之略數,脈速度快。
48151,右脈關細軟,脈寬度細。
48152,右脈關軟按之三部皆有尺略滑,脈利度滑。
48153,右脈關軟按之數,脈速度快。
48154,右脈關部內側有一細線,脈寬度細。
48155,右脈關部心脾肝部位有緊象,脈緊度緊。
48156,右脈關部心脾肝部位有緊象仍,脈緊度緊。
48157,右脈關部浮中弱沉略滑,脈部位浮。
48158,右脈關部浮中弱沉略滑,脈力度弱。
48159,右脈關部浮中弱沉略滑,脈部位沉。
48160,右脈關部浮中弱沉略滑,脈利度滑。
48161,右脈關部浮中弱沉緊,脈部位浮。
48162,右脈關部浮中弱沉緊,脈力度弱。
48163,右脈關部浮中弱沉緊,脈部位沉。
48164,右脈關部浮中弱沉緊,脈緊度緊。
48165,右脈關部細,脈寬度細。
48166,右脈關部滑大,脈利度滑。
48167,右脈關部滑大,脈力度大。
48168,右脈關滑有力,脈利度滑。
48169,右脈關滑有力,脈力度大。
48170,右脈關滑按有力,脈利度滑。
48171,右脈關滑按有力,脈力度大。
48172,右脈關寬按之弦,脈緊度緊。
48173,右脈關濡中取寸關細弦,脈力度弱。
48174,右脈關濡中取寸關細弦,脈部位浮。
48175,右脈關濡中取寸關細弦,脈緊度散。
48176,右脈關濡中取寸關細弦,脈寬度細。
48177,右脈關濡中取寸關細弦,脈緊度緊。
48178,右脈關濡按之細尺弱,脈力度弱。
48179,右脈關濡按之細尺弱,脈部位浮。
48180,右脈關濡按之細尺弱,脈緊度散。
48181,右脈關濡按之細尺弱,脈寬度細。
48182,右脈關濡按之細尺弱,脈力度弱。
48183,右脈關濡按之細軟,脈力度弱。
48184,右脈關濡按之細軟,脈部位浮。
48185,右脈關濡按之細軟,脈緊度散。
48186,右脈關濡按之細軟,脈寬度細。
48187,右脈關濡按之細澀,脈力度弱。
48188,右脈關濡按之細澀,脈部位浮。
48189,右脈關濡按之細澀,脈緊度散。
48190,右脈關濡按之細澀,脈寬度細。
48191,右脈關濡按之細澀,脈利度澀。
48192,右脈關濡按之軟,脈力度弱。
48193,右脈關濡按之軟,脈部位浮。
48194,右脈關濡按之軟,脈緊度散。
48195,右脈關濡滑,脈力度弱。
48196,右脈關濡滑,脈部位浮。
48197,右脈關濡滑,脈緊度散。
48198,右脈關濡滑,脈利度滑。
48199,右側舌質偏白,舌苔顏色白。
48200,右側舌質偏白,舌苔厚度薄。
48201,右側乳癌開刀接受放化療脈弦滑數,脈緊度緊。
48202,右側乳癌開刀接受放化療脈弦滑數,脈利度滑。
48203,右側乳癌開刀接受放化療脈弦滑數,脈速度快。
48204,右側乳癌開刀接受放化療脈細數,脈寬度細。
48205,右側乳癌開刀接受放化療脈細數,脈速度快。
48206,右側脈細緩,脈寬度細。
48207,右側脈細緩,脈速度慢。
48208,右脾脈細沉,脈寬度細。
48209,右脾脈細沉,脈部位沉。
48210,右腎脈稍有不足的澀象,脈利度澀。
48211,右關內側短脈按之緊,脈長度短。
48212,右關尺脈弱脈,脈力度弱。
48213,右關左寸脈弱,脈力度弱。
48214,右關沉短緊脈,脈部位沉。
48215,右關沉短緊脈,脈長度短。
48216,右關沉短緊脈,脈緊度緊。
48217,右關脈中取稍滑,脈利度滑。
48218,右關脈沉,脈部位沉。
48219,右關脈弦滑象尺脈沉弦緊,脈緊度緊。
48220,右關脈弦滑象尺脈沉弦緊,脈利度滑。
48221,右關脈弦滑象尺脈沉弦緊,脈部位沉。
48222,右關脈弦滑象尺脈沉弦緊,脈緊度緊。
48223,右關脈弦滑象尺脈沉弦緊,脈緊度緊。
48224,右關脈弦滑數尺脈稍弦,脈緊度緊。
48225,右關脈弦滑數尺脈稍弦,脈利度滑。
48226,右關脈弦滑數尺脈稍弦,脈速度快。
48227,右關脈弦滑數尺脈稍弦,脈緊度緊。
48228,右關脈肺心脾肝部會有滑象,脈利度滑。
48229,右關脈促,脈速度快。
48230,右關脈促,脈利度澀。
48231,右關脈弱細數脾脈滑尺脈弱,脈力度弱。
48232,右關脈弱細數脾脈滑尺脈弱,脈寬度細。
48233,右關脈弱細數脾脈滑尺脈弱,脈速度快。
48234,右關脈弱細數脾脈滑尺脈弱,脈利度滑。
48235,右關脈弱細數脾脈滑尺脈弱,脈力度弱。
48236,右關脈浮左寸脈弱,脈部位浮。
48237,右關脈浮左寸脈弱,脈力度弱。
48238,右關脈浮脈數,脈部位浮。
48239,右關脈浮脈數,脈速度快。
48240,右關脈細緊感,脈寬度細。
48241,右關脈細緊感,脈緊度緊。
48242,右關脈稍弦,脈緊度緊。
48243,右關脈微左寸脈滑關尺脈滑滑大脈,脈力度弱。
48244,右關脈微左寸脈滑關尺脈滑滑大脈,脈寬度細。
48245,右關脈微左寸脈滑關尺脈滑滑大脈,脈利度滑。
48246,右關脈微左寸脈滑關尺脈滑滑大脈,脈利度滑。
48247,右關脈微左寸脈滑關尺脈滑滑大脈,脈利度滑。
48248,右關脈微左寸脈滑關尺脈滑滑大脈,脈力度大。
48249,右關脈微兩尺脈微,脈力度弱。
48250,右關脈微兩尺脈微,脈寬度細。
48251,右關脈微兩尺脈微,脈力度弱。
48252,右關脈微兩尺脈微,脈寬度細。
48253,右關脈濡按無力,脈力度弱。
48254,右關脈濡按無力,脈部位浮。
48255,右關脈濡按無力,脈緊度散。
48256,右關脈濡案有力,脈力度弱。
48257,右關脈濡案有力,脈部位浮。
48258,右關脈濡案有力,脈緊度散。
48259,右關脈濡案有力,脈力度大。
48260,右關短脈無力尺沉弱,脈長度短。
48261,右關短脈無力尺沉弱,脈部位沉。
48262,右關短脈無力尺沉弱,脈力度弱。
48263,左寸尺脈弱兩尺脈微,脈力度弱。
48264,左寸尺脈弱兩尺脈微,脈力度弱。
48265,左寸尺脈弱兩尺脈微,脈寬度細。
48266,左寸心肝脈滑數,脈利度滑。
48267,左寸心肝脈滑數,脈速度快。
48268,左寸左尺脈微,脈力度弱。
48269,左寸左尺脈微,脈寬度細。
48270,左寸沉取脈微,脈部位沉。
48271,左寸沉取脈微,脈力度弱。
48272,左寸沉取脈微,脈寬度細。
48273,左寸沉取脈微心氣虛,脈部位沉。
48274,左寸沉取脈微心氣虛,脈力度弱。
48275,左寸沉取脈微心氣虛,脈寬度細。
48276,左寸沉取脈微脈緩洪大心氣虛,脈部位沉。
48277,左寸沉取脈微脈緩洪大心氣虛,脈力度弱。
48278,左寸沉取脈微脈緩洪大心氣虛,脈寬度細。
48279,左寸沉取脈微脈緩洪大心氣虛,脈速度慢。
48280,左寸沉取脈微脈緩洪大心氣虛,脈力度大。
48281,左寸沉脈細,脈部位沉。
48282,左寸沉脈細,脈寬度細。
48283,左寸弱短脈按之略滑關尺濡,脈力度弱。
48284,左寸弱短脈按之略滑關尺濡,脈長度短。
48285,左寸弱短脈按之略滑關尺濡,脈利度滑。
48286,左寸弱短脈按之略滑關尺濡,脈力度弱。
48287,左寸弱短脈按之略滑關尺濡,脈部位浮。
48288,左寸弱短脈按之略滑關尺濡,脈緊度散。
48289,左寸浮弱肝脈弱尺脈無力現症弱,脈部位浮。
48290,左寸浮弱肝脈弱尺脈無力現症弱,脈力度弱。
48291,左寸浮弱肝脈弱尺脈無力現症弱,脈力度弱。
48292,左寸浮弱肝脈弱尺脈無力現症弱,脈力度弱。
48293,左寸浮細關脈弦滑尺脈弱,脈部位浮。
48294,左寸浮細關脈弦滑尺脈弱,脈寬度細。
48295,左寸浮細關脈弦滑尺脈弱,脈緊度緊。
48296,左寸浮細關脈弦滑尺脈弱,脈利度滑。
48297,左寸浮細關脈弦滑尺脈弱,脈力度弱。
48298,左寸脈平關弦細尺浮薄按之弱,脈緊度緊。
48299,左寸脈平關弦細尺浮薄按之弱,脈寬度細。
48300,左寸脈平關弦細尺浮薄按之弱,脈部位浮。
48301,左寸脈平關弦細尺浮薄按之弱,脈力度弱。
48302,左寸脈平關服闊按之細尺浮空按之略澀,脈寬度細。
48303,左寸脈平關服闊按之細尺浮空按之略澀,脈部位浮。
48304,左寸脈平關服闊按之細尺浮空按之略澀,脈利度澀。
48305,左寸脈沉個人習慣史,脈部位沉。
48306,左寸脈兩尺脈微,脈力度弱。
48307,左寸脈兩尺脈微,脈寬度細。
48308,左寸脈弦滑,脈緊度緊。
48309,左寸脈弦滑,脈利度滑。
48310,左寸脈按弦肝脈弦有熱尺脈沉弦感平,脈緊度緊。
48311,左寸脈按弦肝脈弦有熱尺脈沉弦感平,脈緊度緊。
48312,左寸脈按弦肝脈弦有熱尺脈沉弦感平,脈部位沉。
48313,左寸脈按弦肝脈弦有熱尺脈沉弦感平,脈緊度緊。
48314,左寸脈按弱肝脈滑尺脈沉滑,脈力度弱。
48315,左寸脈按弱肝脈滑尺脈沉滑,脈利度滑。
48316,左寸脈按弱肝脈滑尺脈沉滑,脈部位沉。
48317,左寸脈按弱肝脈滑尺脈沉滑,脈利度滑。
48318,左寸脈按滑肝脈浮滑有熱尺脈滑大感平,脈利度滑。
48319,左寸脈按滑肝脈浮滑有熱尺脈滑大感平,脈部位浮。
48320,左寸脈按滑肝脈浮滑有熱尺脈滑大感平,脈利度滑。
48321,左寸脈按滑肝脈浮滑有熱尺脈滑大感平,脈利度滑。
48322,左寸脈按滑肝脈浮滑有熱尺脈滑大感平,脈力度大。
48323,左寸脈按滑肝脈浮滑有熱按下無力尺脈滑感,脈利度滑。
48324,左寸脈按滑肝脈浮滑有熱按下無力尺脈滑感,脈部位浮。
48325,左寸脈按滑肝脈浮滑有熱按下無力尺脈滑感,脈利度滑。
48326,左寸脈按滑肝脈浮滑有熱按下無力尺脈滑感,脈部位沉。
48327,左寸脈按滑肝脈浮滑有熱按下無力尺脈滑感,脈力度弱。
48328,左寸脈按滑肝脈浮滑有熱按下無力尺脈滑感,脈利度滑。
48329,左寸脈弱左關,脈力度弱。
48330,左寸脈弱左關尺脈微,脈力度弱。
48331,左寸脈弱左關尺脈微,脈力度弱。
48332,左寸脈弱左關尺脈微,脈寬度細。
48333,左寸脈弱兩尺輕取脈浮,脈力度弱。
48334,左寸脈弱兩尺輕取脈浮,脈部位浮。
48335,左寸脈弱關浮細按下弱尺脈緩弱,脈力度弱。
48336,左寸脈弱關浮細按下弱尺脈緩弱,脈部位浮。
48337,左寸脈弱關浮細按下弱尺脈緩弱,脈寬度細。
48338,左寸脈弱關浮細按下弱尺脈緩弱,脈力度弱。
48339,左寸脈弱關浮細按下弱尺脈緩弱,脈速度慢。
48340,左寸脈弱關浮細按下弱尺脈緩弱,脈力度弱。
48341,左寸脈浮大按之散關尺細,脈部位浮。
48342,左寸脈浮大按之散關尺細,脈力度大。
48343,左寸脈浮大按之散關尺細,脈緊度散。
48344,左寸脈浮大按之散關尺細,脈寬度細。
48345,左寸脈浮弱稍數弦,脈部位浮。
48346,左寸脈浮弱稍數弦,脈力度弱。
48347,左寸脈浮弱稍數弦,脈速度快。
48348,左寸脈浮弱稍數弦,脈緊度緊。
48349,左寸脈浮細稍數,脈部位浮。
48350,左寸脈浮細稍數,脈寬度細。
48351,左寸脈浮細稍數,脈速度快。
48352,左寸脈浮滑肝脈弦滑尺脈弱,脈部位浮。
48353,左寸脈浮滑肝脈弦滑尺脈弱,脈利度滑。
48354,左寸脈浮滑肝脈弦滑尺脈弱,脈緊度緊。
48355,左寸脈浮滑肝脈弦滑尺脈弱,脈利度滑。
48356,左寸脈浮滑肝脈弦滑尺脈弱,脈力度弱。
48357,左寸脈浮滑肝脈滑尺脈沉弱,脈部位浮。
48358,左寸脈浮滑肝脈滑尺脈沉弱,脈利度滑。
48359,左寸脈浮滑肝脈滑尺脈沉弱,脈利度滑。
48360,左寸脈浮滑肝脈滑尺脈沉弱,脈部位沉。
48361,左寸脈浮滑肝脈滑尺脈沉弱,脈力度弱。
48362,左寸脈浮緊肝脈滑尺稍弱,脈部位浮。
48363,左寸脈浮緊肝脈滑尺稍弱,脈緊度緊。
48364,左寸脈浮緊肝脈滑尺稍弱,脈利度滑。
48365,左寸脈浮緊肝脈滑尺稍弱,脈力度弱。
48366,左寸脈浮緊肝脈滑尺稍弱稍有緊象,脈部位浮。
48367,左寸脈浮緊肝脈滑尺稍弱稍有緊象,脈緊度緊。
48368,左寸脈浮緊肝脈滑尺稍弱稍有緊象,脈利度滑。
48369,左寸脈浮緊肝脈滑尺稍弱稍有緊象,脈力度弱。
48370,左寸脈細滑,脈寬度細。
48371,左寸脈細滑,脈利度滑。
48372,左寸脈細關脈浮滑尺脈沉,脈寬度細。
48373,左寸脈細關脈浮滑尺脈沉,脈部位浮。
48374,左寸脈細關脈浮滑尺脈沉,脈利度滑。
48375,左寸脈細關脈浮滑尺脈沉,脈部位沉。
48376,左寸脈短按之軟關濡,脈長度短。
48377,左寸脈短按之軟關濡,脈力度弱。
48378,左寸脈短按之軟關濡,脈部位浮。
48379,左寸脈短按之軟關濡,脈緊度散。
48380,左寸脈稍滑肝脈滑尺脈沉滑,脈利度滑。
48381,左寸脈稍滑肝脈滑尺脈沉滑,脈利度滑。
48382,左寸脈稍滑肝脈滑尺脈沉滑,脈部位沉。
48383,左寸脈稍滑肝脈滑尺脈沉滑,脈利度滑。
48384,左寸脈稍滑肝脈滑稍有緊象尺脈浮滑象,脈利度滑。
48385,左寸脈稍滑肝脈滑稍有緊象尺脈浮滑象,脈利度滑。
48386,左寸脈稍滑肝脈滑稍有緊象尺脈浮滑象,脈部位浮。
48387,左寸脈稍滑肝脈滑稍有緊象尺脈浮滑象,脈利度滑。
48388,左寸脈脾部細按滑肝脈浮滑有熱尺脈弦感,脈寬度細。
48389,左寸脈脾部細按滑肝脈浮滑有熱尺脈弦感,脈利度滑。
48390,左寸脈脾部細按滑肝脈浮滑有熱尺脈弦感,脈部位浮。
48391,左寸脈脾部細按滑肝脈浮滑有熱尺脈弦感,脈利度滑。
48392,左寸脈脾部細按滑肝脈浮滑有熱尺脈弦感,脈緊度緊。
48393,左寸脈微右寸脈弱,脈力度弱。
48394,左寸脈微右寸脈弱,脈寬度細。
48395,左寸脈微右寸脈弱,脈力度弱。
48396,左寸脈微右關脈浮數,脈力度弱。
48397,左寸脈微右關脈浮數,脈寬度細。
48398,左寸脈微右關脈浮數,脈部位浮。
48399,左寸脈微右關脈浮數,脈速度快。
48400,左寸脈微左關脈弱,脈力度弱。
48401,左寸脈微左關脈弱,脈寬度細。
48402,左寸脈微左關脈弱,脈力度弱。
48403,左寸脈微關尺弦,脈力度弱。
48404,左寸脈微關尺弦,脈寬度細。
48405,左寸脈微關尺弦,脈緊度緊。
48406,左寸脈滑,脈利度滑。
48407,左寸脈滑肝脈滑尺脈沉稍緊,脈利度滑。
48408,左寸脈滑肝脈滑尺脈沉稍緊,脈利度滑。
48409,左寸脈滑肝脈滑尺脈沉稍緊,脈部位沉。
48410,左寸脈滑關尺脈弦細感,脈利度滑。
48411,左寸脈滑關尺脈弦細感,脈緊度緊。
48412,左寸脈滑關尺脈弦細感,脈寬度細。
48413,左寸脈濡,脈力度弱。
48414,左寸脈濡,脈部位浮。
48415,左寸脈濡,脈緊度散。
48416,左寸短脈按之軟關中濡沉緊,脈長度短。
48417,左寸短脈按之軟關中濡沉緊,脈力度弱。
48418,左寸短脈按之軟關中濡沉緊,脈部位浮。
48419,左寸短脈按之軟關中濡沉緊,脈緊度散。
48420,左寸短脈按之軟關中濡沉緊,脈部位沉。
48421,左寸短脈按之軟關中濡沉緊,脈緊度緊。
48422,左寸短脈無力關沉結,脈長度短。
48423,左寸短脈無力關沉結,脈部位沉。
48424,左寸短脈關沉結,脈長度短。
48425,左寸短脈關沉結,脈部位沉。
48426,左寸滑按肢細短促關脈沉弱,脈利度滑。
48427,左寸滑按肢細短促關脈沉弱,脈寬度細。
48428,左寸滑按肢細短促關脈沉弱,脈長度短。
48429,左寸滑按肢細短促關脈沉弱,脈速度快。
48430,左寸滑按肢細短促關脈沉弱,脈利度澀。
48431,左寸滑按肢細短促關脈沉弱,脈部位沉。
48432,左寸滑按肢細短促關脈沉弱,脈力度弱。
48433,左寸滑按短細略數關脈沉弱,脈利度滑。
48434,左寸滑按短細略數關脈沉弱,脈長度短。
48435,左寸滑按短細略數關脈沉弱,脈寬度細。
48436,左寸滑按短細略數關脈沉弱,脈速度快。
48437,左寸滑按短細略數關脈沉弱,脈部位沉。
48438,左寸滑按短細略數關脈沉弱,脈力度弱。
48439,左寸痰脈按之細數,脈寬度細。
